identifier,frequency,startdate,splitgift,donor,motivation_1,recipient_support_1,recipient_keymin_1,recipient_field_1,amount_1,motivation_2,recipient_support_2,recipient_keymin_2,recipient_field_2,amount_2,motivation_3,recipient_support_3,recipient_keymin_3,recipient_field_3,amount_3
2450,once,2012-09-13T00:00:00,2,617,KEYMIN,99,41,9,307,KEYMIN,171,31,6,348,SUPPORT,67,7,14,443
2451,once,2012-11-12T00:00:00,2,354,SUPPORT,176,37,12,86,SUPPORT,37,50,9,496,FIELD,197,30,19,99
2452,once,2012-10-31T00:00:00,1,394,SUPPORT,120,2,20,403,KEYMIN,47,39,15,484,SUPPORT,34,16,17,447
2453,once,2012-08-30T00:00:00,1,488,SUPPORT,99,21,13,313,KEYMIN,18,31,9,330,SUPPORT,89,36,14,354
2454,monthly,2012-01-17T00:00:00,1,397,SUPPORT,19,9,17,309,KEYMIN,102,43,15,442,SUPPORT,58,7,7,127
2455,monthly,2012-12-06T00:00:00,1,894,SUPPORT,42,2,6,31,SUPPORT,71,17,13,25,SUPPORT,79,19,11,98
2456,once,2012-11-08T00:00:00,2,301,SUPPORT,74,15,14,124,SUPPORT,74,20,14,101,KEYMIN,144,22,2,94
2457,monthly,2012-12-30T00:00:00,2,301,KEYMIN,103,10,7,433,SUPPORT,192,11,19,51,SUPPORT,123,30,7,286
2458,monthly,2012-11-30T00:00:00,2,595,SUPPORT,45,40,11,189,SUPPORT,10,16,3,263,SUPPORT,77,3,8,104
2459,once,2012-11-18T00:00:00,1,648,SUPPORT,143,47,18,60,FIELD,101,2,2,294,FIELD,134,30,15,468
2460,once,2012-05-22T00:00:00,2,553,KEYMIN,93,24,2,391,FIELD,120,26,14,216,SUPPORT,84,40,10,12
2461,quarterly,2012-07-09T00:00:00,3,273,KEYMIN,42,49,5,188,FIELD,115,3,13,226,SUPPORT,56,21,15,15
2462,once,2012-05-14T00:00:00,1,446,KEYMIN,186,30,17,176,FIELD,137,33,20,157,SUPPORT,114,24,6,155
2463,monthly,2012-08-04T00:00:00,1,49,SUPPORT,88,23,3,262,SUPPORT,146,14,12,96,FIELD,121,13,20,66
2464,quarterly,2012-08-06T00:00:00,1,654,SUPPORT,77,9,18,372,FIELD,141,19,4,69,SUPPORT,114,18,14,371
2465,quarterly,2012-10-21T00:00:00,1,811,FIELD,80,43,8,400,SUPPORT,107,31,4,213,FIELD,18,14,7,497
2466,once,2012-07-05T00:00:00,3,96,KEYMIN,192,36,10,465,SUPPORT,188,27,9,6,KEYMIN,138,46,4,265
2467,monthly,2012-10-05T00:00:00,1,524,SUPPORT,36,49,4,68,FIELD,101,50,11,336,SUPPORT,88,44,19,216
2468,once,2012-02-20T00:00:00,3,521,SUPPORT,87,4,1,384,FIELD,192,41,4,56,FIELD,11,6,20,460
2469,monthly,2012-07-01T00:00:00,2,479,SUPPORT,198,47,8,151,KEYMIN,146,16,17,106,SUPPORT,139,28,11,77
2470,monthly,2012-06-11T00:00:00,1,601,SUPPORT,190,35,2,278,SUPPORT,27,49,1,391,SUPPORT,28,18,1,484
2471,monthly,2012-04-06T00:00:00,2,452,SUPPORT,184,29,7,299,SUPPORT,148,11,8,140,SUPPORT,84,12,1,488
2472,once,2012-08-30T00:00:00,1,763,SUPPORT,109,19,20,9,FIELD,168,44,16,303,SUPPORT,126,35,19,119
2473,once,2012-05-22T00:00:00,2,775,SUPPORT,97,14,13,492,SUPPORT,162,38,14,314,FIELD,173,6,18,207
2474,once,2012-02-18T00:00:00,1,987,SUPPORT,111,27,15,285,SUPPORT,15,7,16,238,KEYMIN,1,3,12,34
2475,monthly,2012-07-15T00:00:00,2,317,SUPPORT,10,15,10,308,SUPPORT,140,15,8,418,KEYMIN,96,15,1,269
2476,monthly,2012-04-24T00:00:00,1,166,SUPPORT,60,44,12,274,SUPPORT,101,33,2,132,SUPPORT,34,18,11,303
2477,monthly,2012-08-16T00:00:00,2,278,KEYMIN,54,14,12,23,SUPPORT,153,26,19,51,SUPPORT,81,1,7,491
2478,monthly,2012-03-31T00:00:00,3,925,SUPPORT,173,34,1,266,FIELD,124,29,4,105,KEYMIN,97,6,4,304
2479,once,2012-09-01T00:00:00,1,281,SUPPORT,184,41,19,125,FIELD,85,44,3,52,SUPPORT,49,34,5,94
2480,once,2012-04-12T00:00:00,1,565,SUPPORT,104,45,11,114,SUPPORT,186,8,2,427,SUPPORT,187,15,11,93
2481,quarterly,2012-05-28T00:00:00,1,424,SUPPORT,79,12,19,188,KEYMIN,9,23,7,437,SUPPORT,127,14,6,434
2482,monthly,2012-05-02T00:00:00,2,982,SUPPORT,6,10,16,132,SUPPORT,41,39,7,136,FIELD,126,47,16,297
2483,quarterly,2012-02-16T00:00:00,3,957,SUPPORT,196,22,9,133,FIELD,93,24,13,131,KEYMIN,41,19,16,134
2484,once,2012-01-01T00:00:00,1,331,SUPPORT,143,3,12,403,SUPPORT,66,41,12,350,FIELD,42,25,16,267
2485,quarterly,2012-10-13T00:00:00,2,877,FIELD,132,5,7,273,SUPPORT,114,14,12,496,SUPPORT,13,41,14,79
2486,quarterly,2012-09-05T00:00:00,1,275,KEYMIN,68,48,15,495,SUPPORT,68,21,1,454,SUPPORT,62,6,16,200
2487,monthly,2012-11-18T00:00:00,1,211,SUPPORT,195,40,1,18,SUPPORT,114,15,9,176,KEYMIN,170,34,17,113
2488,quarterly,2012-07-27T00:00:00,2,479,SUPPORT,124,48,12,329,FIELD,168,30,6,327,FIELD,40,44,18,91
2489,monthly,2012-08-08T00:00:00,1,559,SUPPORT,135,25,13,239,SUPPORT,154,8,4,205,FIELD,164,14,13,86
2490,monthly,2012-07-09T00:00:00,1,133,KEYMIN,168,43,8,187,SUPPORT,106,35,12,67,FIELD,133,42,4,299
2491,monthly,2012-04-14T00:00:00,1,474,SUPPORT,199,14,9,309,SUPPORT,133,23,18,223,SUPPORT,169,43,3,106
2492,once,2012-04-30T00:00:00,1,742,FIELD,14,41,6,207,SUPPORT,147,27,9,477,SUPPORT,93,11,5,71
2493,quarterly,2012-07-19T00:00:00,1,216,SUPPORT,37,13,3,170,SUPPORT,110,32,13,170,FIELD,39,39,6,335
2494,monthly,2012-02-16T00:00:00,1,445,SUPPORT,79,20,19,77,FIELD,197,11,14,150,KEYMIN,91,8,12,425
2495,once,2012-06-05T00:00:00,2,316,SUPPORT,56,50,12,112,SUPPORT,188,9,11,77,KEYMIN,96,27,4,450
2496,monthly,2012-12-16T00:00:00,1,889,SUPPORT,81,2,13,361,SUPPORT,138,14,4,51,KEYMIN,52,12,3,75
2497,monthly,2012-01-03T00:00:00,1,32,FIELD,186,42,15,164,SUPPORT,169,22,3,139,SUPPORT,181,37,4,127
2498,monthly,2012-09-11T00:00:00,3,985,SUPPORT,42,4,12,189,SUPPORT,153,35,2,209,SUPPORT,98,42,13,70
2499,monthly,2012-04-20T00:00:00,2,327,FIELD,98,28,18,70,KEYMIN,56,37,1,197,KEYMIN,121,50,15,19
2500,monthly,2012-06-01T00:00:00,1,712,SUPPORT,84,11,16,342,SUPPORT,171,26,12,61,SUPPORT,2,12,19,352
2501,quarterly,2012-12-02T00:00:00,1,718,SUPPORT,139,3,9,142,FIELD,13,34,9,318,FIELD,184,1,15,55
2502,monthly,2012-09-07T00:00:00,3,163,SUPPORT,87,6,5,98,KEYMIN,176,50,10,293,KEYMIN,36,38,7,228
2503,monthly,2012-06-19T00:00:00,2,927,FIELD,26,30,18,323,SUPPORT,191,49,11,142,KEYMIN,23,12,18,342
2504,monthly,2012-12-22T00:00:00,1,871,SUPPORT,83,21,14,405,SUPPORT,42,41,3,292,FIELD,136,31,13,236
2505,monthly,2012-04-04T00:00:00,2,301,FIELD,146,37,6,240,KEYMIN,113,10,16,238,KEYMIN,166,31,12,113
2506,monthly,2012-07-25T00:00:00,2,15,FIELD,12,15,2,90,FIELD,139,25,5,215,FIELD,59,30,3,254
2507,monthly,2012-08-10T00:00:00,1,474,FIELD,171,40,17,318,SUPPORT,50,6,13,472,SUPPORT,119,47,7,337
2508,once,2012-11-14T00:00:00,1,712,FIELD,54,30,17,475,SUPPORT,88,4,3,428,KEYMIN,158,2,12,247
2509,once,2012-05-28T00:00:00,1,498,FIELD,109,28,8,140,SUPPORT,67,21,15,220,SUPPORT,9,40,12,392
2510,quarterly,2012-02-02T00:00:00,1,102,SUPPORT,45,23,10,76,SUPPORT,172,19,20,387,SUPPORT,81,40,2,16
2511,monthly,2012-10-27T00:00:00,1,172,FIELD,168,49,11,284,SUPPORT,130,20,13,103,SUPPORT,95,39,3,485
2512,once,2012-12-06T00:00:00,2,937,SUPPORT,186,44,17,18,SUPPORT,42,26,11,51,SUPPORT,161,41,16,383
2513,monthly,2012-03-23T00:00:00,1,332,SUPPORT,135,11,4,493,SUPPORT,111,16,15,409,SUPPORT,26,5,13,312
2514,quarterly,2012-02-18T00:00:00,1,480,FIELD,76,12,10,194,FIELD,162,38,2,464,SUPPORT,98,17,10,234
2515,once,2012-07-07T00:00:00,1,909,FIELD,194,25,13,278,SUPPORT,136,27,3,448,SUPPORT,77,4,16,70
2516,monthly,2012-03-21T00:00:00,1,711,KEYMIN,112,17,8,85,FIELD,139,15,17,252,SUPPORT,167,44,6,127
2517,monthly,2012-02-08T00:00:00,1,99,KEYMIN,147,20,9,70,FIELD,71,50,2,456,SUPPORT,178,6,8,53
2518,monthly,2012-04-24T00:00:00,1,343,KEYMIN,154,12,9,434,SUPPORT,100,1,8,420,KEYMIN,184,18,12,469
2519,monthly,2012-01-07T00:00:00,2,433,FIELD,165,35,5,431,SUPPORT,107,6,10,451,FIELD,75,3,19,252
2520,once,2012-01-27T00:00:00,2,730,SUPPORT,84,6,3,218,SUPPORT,4,39,18,349,FIELD,185,13,3,172
2521,monthly,2012-05-18T00:00:00,1,829,SUPPORT,70,28,7,376,KEYMIN,140,46,10,466,FIELD,100,44,13,48
2522,once,2012-03-21T00:00:00,2,314,SUPPORT,84,40,7,332,KEYMIN,10,38,6,489,FIELD,6,1,14,293
2523,monthly,2012-10-15T00:00:00,1,463,SUPPORT,166,44,18,46,SUPPORT,14,18,3,216,SUPPORT,138,47,5,26
2524,once,2012-07-01T00:00:00,2,443,SUPPORT,175,9,10,479,KEYMIN,163,22,10,6,SUPPORT,153,48,4,449
2525,monthly,2012-09-17T00:00:00,2,350,FIELD,85,47,3,499,KEYMIN,189,29,6,490,SUPPORT,29,12,20,183
2526,monthly,2012-02-18T00:00:00,2,326,SUPPORT,121,27,13,186,SUPPORT,87,46,19,175,SUPPORT,23,25,7,225
2527,once,2012-11-06T00:00:00,1,998,SUPPORT,23,13,17,226,KEYMIN,138,37,5,45,KEYMIN,172,48,1,172
2528,quarterly,2012-04-02T00:00:00,1,644,SUPPORT,8,46,12,201,SUPPORT,146,49,5,466,SUPPORT,181,4,10,413
2529,monthly,2012-06-27T00:00:00,3,631,FIELD,71,32,12,449,SUPPORT,86,27,14,83,SUPPORT,126,1,3,299
2530,quarterly,2012-10-17T00:00:00,3,307,KEYMIN,186,28,13,212,SUPPORT,91,46,10,340,SUPPORT,129,31,9,16
2531,monthly,2012-01-09T00:00:00,2,219,FIELD,29,10,14,38,SUPPORT,24,44,6,48,SUPPORT,182,34,14,262
2532,once,2012-08-10T00:00:00,3,798,SUPPORT,46,39,11,410,KEYMIN,162,24,1,259,SUPPORT,115,44,17,394
2533,once,2012-02-22T00:00:00,3,418,KEYMIN,99,14,7,303,SUPPORT,19,35,14,351,FIELD,131,48,17,56
2534,monthly,2012-09-29T00:00:00,1,894,SUPPORT,33,20,14,130,SUPPORT,145,4,6,465,SUPPORT,109,7,10,277
2535,monthly,2012-07-01T00:00:00,2,430,FIELD,122,44,15,194,SUPPORT,83,9,9,393,SUPPORT,85,29,6,491
2536,monthly,2012-03-15T00:00:00,1,712,SUPPORT,154,49,6,433,SUPPORT,198,8,17,377,KEYMIN,6,31,12,80
2537,once,2012-01-25T00:00:00,2,379,KEYMIN,5,31,18,381,SUPPORT,189,32,1,347,SUPPORT,75,36,7,144
2538,monthly,2012-10-15T00:00:00,2,971,KEYMIN,69,31,11,358,FIELD,20,39,2,103,SUPPORT,121,48,2,61
2539,monthly,2012-01-25T00:00:00,2,678,SUPPORT,15,9,12,197,FIELD,52,31,12,410,KEYMIN,191,16,8,203
2540,monthly,2012-06-23T00:00:00,2,703,SUPPORT,172,3,15,455,SUPPORT,156,43,19,67,SUPPORT,97,29,3,362
2541,monthly,2012-05-06T00:00:00,1,817,SUPPORT,197,8,15,471,SUPPORT,61,11,11,216,SUPPORT,51,31,9,362
2542,monthly,2012-06-07T00:00:00,3,21,SUPPORT,69,26,12,346,SUPPORT,23,9,17,329,FIELD,176,49,7,247
2543,once,2012-11-02T00:00:00,1,611,KEYMIN,172,22,19,16,SUPPORT,110,36,11,394,FIELD,182,40,17,209
2544,monthly,2012-12-26T00:00:00,3,521,FIELD,68,35,19,24,SUPPORT,177,47,14,345,SUPPORT,194,38,13,455
2545,monthly,2012-09-25T00:00:00,3,653,SUPPORT,168,50,7,485,SUPPORT,192,30,18,315,SUPPORT,95,7,19,185
2546,monthly,2012-11-10T00:00:00,2,593,FIELD,125,30,20,22,SUPPORT,76,19,5,155,SUPPORT,97,39,10,275
2547,quarterly,2012-12-06T00:00:00,2,956,SUPPORT,138,41,12,404,SUPPORT,12,31,1,367,KEYMIN,48,38,9,155
2548,once,2012-08-04T00:00:00,3,478,KEYMIN,163,3,15,16,SUPPORT,13,5,11,8,SUPPORT,73,9,2,69
2549,once,2012-02-02T00:00:00,1,579,SUPPORT,154,48,12,144,KEYMIN,27,33,10,168,FIELD,168,32,3,319
2550,quarterly,2012-02-20T00:00:00,1,399,KEYMIN,182,24,12,453,KEYMIN,132,20,14,252,SUPPORT,126,45,5,431
2551,monthly,2012-04-22T00:00:00,1,176,FIELD,80,49,12,478,SUPPORT,9,3,18,251,SUPPORT,83,2,4,234
2552,once,2012-08-24T00:00:00,1,528,SUPPORT,169,41,1,359,SUPPORT,127,11,13,303,SUPPORT,10,16,15,345
2553,quarterly,2012-09-03T00:00:00,1,593,KEYMIN,164,4,19,261,SUPPORT,47,6,10,443,SUPPORT,28,10,9,354
2554,once,2012-05-06T00:00:00,3,802,SUPPORT,49,44,8,186,SUPPORT,137,39,1,208,KEYMIN,87,49,9,431
2555,once,2012-12-12T00:00:00,1,345,SUPPORT,149,46,19,305,SUPPORT,103,15,13,9,KEYMIN,183,44,18,317
2556,monthly,2012-02-16T00:00:00,1,426,SUPPORT,64,40,11,206,FIELD,1,20,13,473,SUPPORT,200,33,20,387
2557,monthly,2012-08-28T00:00:00,1,948,FIELD,107,22,6,479,SUPPORT,199,46,20,9,FIELD,26,32,18,111
2558,once,2012-03-13T00:00:00,2,954,SUPPORT,126,34,20,94,KEYMIN,73,50,13,96,FIELD,23,26,14,76
2559,monthly,2012-03-19T00:00:00,1,719,SUPPORT,157,17,14,452,SUPPORT,26,38,4,120,SUPPORT,4,50,11,377
2560,monthly,2012-10-03T00:00:00,1,279,KEYMIN,17,42,15,75,KEYMIN,23,28,7,124,SUPPORT,84,42,10,161
2561,once,2012-12-18T00:00:00,2,353,SUPPORT,65,13,14,176,SUPPORT,113,1,12,469,FIELD,12,1,18,415
2562,monthly,2012-07-11T00:00:00,2,32,FIELD,8,5,14,172,FIELD,59,43,5,454,SUPPORT,21,12,12,335
2563,monthly,2012-08-24T00:00:00,3,586,KEYMIN,23,14,1,158,SUPPORT,47,26,6,120,SUPPORT,53,17,10,11
2564,monthly,2012-06-05T00:00:00,3,4,SUPPORT,143,32,4,227,SUPPORT,171,20,14,498,FIELD,77,34,10,321
2565,monthly,2012-07-25T00:00:00,2,91,SUPPORT,159,28,4,64,KEYMIN,170,17,18,37,SUPPORT,50,38,9,56
2566,monthly,2012-06-19T00:00:00,1,73,KEYMIN,13,21,2,239,SUPPORT,30,16,11,323,KEYMIN,175,4,16,287
2567,monthly,2012-06-23T00:00:00,2,523,KEYMIN,38,34,13,111,KEYMIN,88,3,13,180,SUPPORT,140,17,2,272
2568,monthly,2012-08-16T00:00:00,1,689,KEYMIN,178,18,20,198,SUPPORT,157,39,7,358,SUPPORT,57,47,9,460
2569,once,2012-07-23T00:00:00,1,25,SUPPORT,138,34,10,425,SUPPORT,149,48,6,391,SUPPORT,116,22,19,117
2570,monthly,2012-09-19T00:00:00,1,551,FIELD,75,38,14,363,SUPPORT,152,48,16,387,KEYMIN,67,8,15,360
2571,monthly,2012-12-30T00:00:00,2,563,KEYMIN,174,5,9,273,SUPPORT,18,49,7,159,FIELD,121,45,7,148
2572,quarterly,2012-12-16T00:00:00,1,907,SUPPORT,22,33,14,415,SUPPORT,9,47,9,96,SUPPORT,123,26,18,240
2573,monthly,2012-03-09T00:00:00,1,684,SUPPORT,118,44,7,369,SUPPORT,142,2,7,415,SUPPORT,8,16,18,279
2574,monthly,2012-11-26T00:00:00,2,356,FIELD,181,44,2,378,KEYMIN,84,16,17,356,FIELD,118,35,17,140
2575,monthly,2012-08-08T00:00:00,2,284,SUPPORT,154,13,19,79,SUPPORT,25,1,17,227,FIELD,173,29,9,91
2576,monthly,2012-08-22T00:00:00,3,461,KEYMIN,44,9,1,301,SUPPORT,57,47,18,388,SUPPORT,70,46,1,29
2577,once,2012-12-18T00:00:00,2,366,FIELD,137,46,3,457,SUPPORT,67,39,5,228,FIELD,37,26,12,221
2578,once,2012-05-24T00:00:00,2,383,KEYMIN,88,42,10,217,FIELD,24,48,2,50,SUPPORT,129,43,10,319
2579,once,2012-01-29T00:00:00,1,744,KEYMIN,51,35,5,52,SUPPORT,187,25,13,103,SUPPORT,19,37,10,477
2580,quarterly,2012-09-05T00:00:00,2,256,KEYMIN,183,22,1,253,KEYMIN,189,41,5,232,FIELD,41,30,5,275
2581,quarterly,2012-06-21T00:00:00,2,821,SUPPORT,169,23,11,246,SUPPORT,179,24,20,394,SUPPORT,39,18,5,434
2582,quarterly,2012-05-22T00:00:00,2,628,SUPPORT,23,29,10,466,SUPPORT,142,35,16,118,KEYMIN,2,12,13,14
2583,monthly,2012-01-13T00:00:00,3,248,KEYMIN,163,22,8,247,SUPPORT,131,31,12,111,FIELD,9,27,12,181
2584,quarterly,2012-11-10T00:00:00,2,905,SUPPORT,195,32,9,9,SUPPORT,176,43,15,212,KEYMIN,60,9,16,475
2585,quarterly,2012-12-08T00:00:00,1,32,SUPPORT,87,15,15,62,KEYMIN,51,20,20,481,SUPPORT,116,17,3,471
2586,quarterly,2012-04-18T00:00:00,1,583,SUPPORT,175,16,2,236,SUPPORT,96,8,20,240,SUPPORT,167,5,1,33
2587,monthly,2012-03-27T00:00:00,1,879,SUPPORT,91,21,1,261,SUPPORT,176,1,17,345,SUPPORT,42,31,17,154
2588,once,2012-05-10T00:00:00,1,194,SUPPORT,129,8,5,245,SUPPORT,180,9,3,303,SUPPORT,84,20,20,131
2589,quarterly,2012-04-26T00:00:00,2,394,SUPPORT,94,33,7,453,KEYMIN,165,6,18,254,SUPPORT,174,38,11,64
2590,monthly,2012-08-28T00:00:00,2,873,SUPPORT,47,2,4,129,FIELD,169,4,2,18,SUPPORT,1,8,5,290
2591,monthly,2012-06-19T00:00:00,3,431,SUPPORT,130,37,18,255,KEYMIN,70,1,19,53,FIELD,16,15,15,463
2592,monthly,2012-08-28T00:00:00,2,59,SUPPORT,46,6,7,40,SUPPORT,152,25,3,23,SUPPORT,26,27,9,255
2593,monthly,2012-04-08T00:00:00,2,806,SUPPORT,87,30,10,393,KEYMIN,90,5,6,362,SUPPORT,177,12,11,147
2594,monthly,2012-01-11T00:00:00,2,750,FIELD,6,35,2,239,SUPPORT,33,25,18,207,SUPPORT,192,18,18,445
2595,once,2012-08-10T00:00:00,1,714,SUPPORT,118,50,11,53,FIELD,52,50,5,70,SUPPORT,200,42,3,24
2596,monthly,2012-05-04T00:00:00,1,41,KEYMIN,126,25,8,73,SUPPORT,112,49,7,33,FIELD,25,32,9,285
2597,once,2012-04-06T00:00:00,1,754,KEYMIN,150,34,19,490,FIELD,170,20,9,281,SUPPORT,62,19,14,189
2598,monthly,2012-06-27T00:00:00,1,550,SUPPORT,66,42,17,194,SUPPORT,121,27,2,388,SUPPORT,82,33,7,361
2599,monthly,2012-11-20T00:00:00,1,188,KEYMIN,167,3,5,419,SUPPORT,46,50,2,488,SUPPORT,38,34,13,494
2600,once,2012-05-10T00:00:00,1,503,FIELD,28,50,20,171,SUPPORT,118,42,4,146,SUPPORT,104,43,8,296
2601,monthly,2012-06-01T00:00:00,1,840,SUPPORT,186,43,4,141,SUPPORT,58,34,2,252,KEYMIN,57,11,16,103
2602,once,2012-08-12T00:00:00,1,842,SUPPORT,134,48,2,480,FIELD,8,16,19,245,SUPPORT,160,6,20,102
2603,quarterly,2012-09-29T00:00:00,2,608,KEYMIN,58,40,19,155,SUPPORT,84,17,12,288,KEYMIN,83,18,12,469
2604,once,2012-05-04T00:00:00,1,341,KEYMIN,12,43,2,411,SUPPORT,152,2,1,205,KEYMIN,77,23,1,241
2605,monthly,2012-05-22T00:00:00,2,322,SUPPORT,88,44,2,290,SUPPORT,15,9,5,25,SUPPORT,185,41,2,185
2606,once,2012-06-19T00:00:00,1,377,SUPPORT,77,11,17,261,SUPPORT,85,34,17,459,SUPPORT,27,12,19,344
2607,monthly,2012-08-18T00:00:00,1,905,SUPPORT,131,25,10,483,SUPPORT,139,42,11,411,SUPPORT,164,13,3,491
2608,quarterly,2012-08-18T00:00:00,2,838,SUPPORT,59,6,15,360,FIELD,178,34,19,205,SUPPORT,164,3,1,265
2609,quarterly,2012-07-23T00:00:00,2,333,SUPPORT,10,7,4,260,SUPPORT,113,28,8,10,SUPPORT,54,20,7,253
2610,once,2012-01-15T00:00:00,3,715,SUPPORT,21,41,19,497,SUPPORT,70,48,10,364,SUPPORT,108,50,20,308
2611,monthly,2012-01-29T00:00:00,2,675,SUPPORT,119,6,6,96,KEYMIN,124,34,1,16,SUPPORT,173,19,12,19
2612,quarterly,2012-05-26T00:00:00,2,926,KEYMIN,150,15,10,115,SUPPORT,189,16,20,101,SUPPORT,199,14,18,83
2613,monthly,2012-12-20T00:00:00,2,784,SUPPORT,190,32,18,386,SUPPORT,34,30,1,309,FIELD,87,25,20,40
2614,quarterly,2012-05-02T00:00:00,2,742,KEYMIN,166,19,7,240,FIELD,192,8,9,363,SUPPORT,34,25,10,201
2615,quarterly,2012-03-17T00:00:00,2,169,SUPPORT,56,9,19,403,SUPPORT,3,21,15,168,SUPPORT,101,34,19,291
2616,monthly,2012-01-19T00:00:00,3,467,FIELD,145,35,7,312,FIELD,47,29,4,438,SUPPORT,175,43,14,472
2617,once,2012-08-16T00:00:00,2,189,KEYMIN,106,47,11,203,FIELD,151,47,15,123,SUPPORT,75,4,9,228
2618,monthly,2012-04-10T00:00:00,2,983,SUPPORT,196,38,6,314,FIELD,127,18,5,17,KEYMIN,32,8,14,258
2619,monthly,2012-10-09T00:00:00,2,849,FIELD,34,6,16,194,SUPPORT,177,34,17,177,KEYMIN,99,14,6,347
2620,monthly,2012-08-22T00:00:00,2,307,SUPPORT,195,32,13,156,FIELD,140,25,8,128,KEYMIN,74,13,13,171
2621,once,2012-03-19T00:00:00,3,55,FIELD,142,3,2,415,SUPPORT,102,49,20,243,KEYMIN,120,43,13,177
2622,once,2012-02-20T00:00:00,1,227,FIELD,11,17,16,459,KEYMIN,88,42,7,396,SUPPORT,175,16,7,154
2623,quarterly,2012-12-30T00:00:00,2,598,KEYMIN,197,4,15,122,SUPPORT,101,28,10,29,KEYMIN,88,48,8,22
2624,monthly,2012-07-17T00:00:00,1,478,SUPPORT,182,37,14,312,SUPPORT,101,31,20,253,SUPPORT,70,4,15,479
2625,monthly,2012-01-19T00:00:00,2,29,FIELD,81,5,3,163,SUPPORT,162,43,7,456,KEYMIN,19,2,7,493
2626,monthly,2012-12-12T00:00:00,2,134,SUPPORT,137,40,2,259,SUPPORT,21,14,15,103,SUPPORT,96,40,19,63
2627,once,2012-11-08T00:00:00,1,221,SUPPORT,44,19,20,36,SUPPORT,126,8,4,417,FIELD,95,41,11,390
2628,monthly,2012-04-22T00:00:00,3,382,SUPPORT,171,21,12,325,SUPPORT,65,32,9,458,FIELD,182,7,15,262
2629,monthly,2012-05-14T00:00:00,1,415,KEYMIN,88,24,13,261,SUPPORT,188,48,7,241,FIELD,71,50,2,17
2630,quarterly,2012-10-17T00:00:00,3,627,SUPPORT,113,24,2,241,SUPPORT,1,16,18,187,KEYMIN,14,23,1,107
2631,monthly,2012-11-08T00:00:00,1,315,SUPPORT,189,44,15,229,FIELD,197,33,10,124,FIELD,115,49,19,363
2632,once,2012-11-02T00:00:00,2,332,KEYMIN,14,35,6,441,SUPPORT,129,8,8,422,FIELD,60,5,12,317
2633,monthly,2012-05-16T00:00:00,1,424,SUPPORT,36,15,10,497,SUPPORT,28,36,3,336,SUPPORT,34,12,5,94
2634,monthly,2012-03-05T00:00:00,1,589,KEYMIN,5,37,11,428,FIELD,108,19,11,276,FIELD,10,48,19,336
2635,monthly,2012-09-03T00:00:00,1,645,FIELD,49,42,13,490,SUPPORT,58,10,18,373,SUPPORT,79,47,19,131
2636,monthly,2012-03-09T00:00:00,1,716,SUPPORT,7,27,3,370,SUPPORT,192,14,19,80,SUPPORT,31,41,9,469
2637,once,2012-06-27T00:00:00,2,652,FIELD,60,16,4,210,SUPPORT,71,44,10,191,SUPPORT,4,46,3,87
2638,monthly,2012-02-22T00:00:00,1,605,SUPPORT,92,39,13,276,FIELD,24,28,17,198,SUPPORT,23,25,13,211
2639,monthly,2012-02-02T00:00:00,3,849,KEYMIN,191,49,18,195,SUPPORT,189,32,9,473,SUPPORT,172,28,9,296
2640,monthly,2012-08-28T00:00:00,1,443,SUPPORT,50,3,6,402,SUPPORT,194,19,6,204,SUPPORT,196,39,8,243
2641,quarterly,2012-12-18T00:00:00,3,154,SUPPORT,75,9,14,269,SUPPORT,89,49,10,150,SUPPORT,8,39,9,273
2642,quarterly,2012-08-24T00:00:00,2,765,FIELD,93,26,20,248,FIELD,70,24,17,417,SUPPORT,72,22,10,394
2643,once,2012-04-08T00:00:00,1,148,FIELD,44,21,13,447,SUPPORT,39,17,8,19,KEYMIN,182,49,1,55
2644,once,2012-05-26T00:00:00,1,775,KEYMIN,167,38,2,27,SUPPORT,100,42,18,183,FIELD,74,31,2,283
2645,monthly,2012-03-29T00:00:00,3,988,FIELD,91,25,18,106,SUPPORT,150,18,17,336,SUPPORT,55,21,9,456
2646,quarterly,2012-03-17T00:00:00,2,157,SUPPORT,43,23,15,23,FIELD,187,18,16,306,SUPPORT,40,30,6,345
2647,quarterly,2012-02-20T00:00:00,3,420,KEYMIN,125,37,3,281,FIELD,168,3,17,414,SUPPORT,167,6,6,476
2648,monthly,2012-12-04T00:00:00,1,608,SUPPORT,61,13,19,283,SUPPORT,124,35,17,43,SUPPORT,162,15,14,426
2649,monthly,2012-10-17T00:00:00,2,94,KEYMIN,194,10,9,276,SUPPORT,44,33,20,112,SUPPORT,139,25,3,483
2650,monthly,2012-04-24T00:00:00,2,163,SUPPORT,75,11,11,283,KEYMIN,174,25,10,396,KEYMIN,89,10,8,394
2651,monthly,2012-12-18T00:00:00,1,983,SUPPORT,192,3,12,177,SUPPORT,154,49,2,184,FIELD,96,40,14,70
2652,monthly,2012-05-16T00:00:00,1,638,SUPPORT,92,3,5,218,SUPPORT,34,7,10,20,SUPPORT,21,42,6,50
2653,once,2012-05-24T00:00:00,1,972,SUPPORT,195,43,11,99,SUPPORT,44,26,7,223,FIELD,106,27,6,123
2654,monthly,2012-02-14T00:00:00,1,855,SUPPORT,2,5,1,36,FIELD,6,19,11,87,SUPPORT,39,18,14,237
